timestamp,o,d
2023-09-25 13:09:43,Lavada Miles,2533
2023-09-25 13:39:06,Robert Norris,4164
2023-09-25 13:43:36,Maurice Buchmeier,3984
2023-09-25 13:57:41,Rose Zito,1439
2023-09-25 14:13:05,Jessica Hill,2350
2023-09-25 14:21:36,Martha Hayes,2289
2023-09-25 14:55:32,Ronald Johnson,189
2023-09-25 15:03:19,Shauna Schumann,2494
2023-09-25 15:03:31,Michael Carpenter,1895
2023-09-25 15:04:37,Sherry Aldrich,2550
2023-09-25 15:30:19,Hayley Koverman,4258
2023-09-25 15:34:36,Elizabeth Wells,2726
2023-09-25 16:12:59,George Tribbett,1325
2023-09-25 16:21:58,Angela Mcchriston,1380
2023-09-25 16:32:01,Lynn Hammond,1761
2023-09-25 16:36:33,Robert Grear,4070
2023-09-25 16:48:07,Nadine Nixon,762
2023-09-25 16:55:39,Andrea Perry,1975
2023-09-25 17:02:23,Mattie Thoren,4888
2023-09-25 17:14:18,Sheila Hill,3211
2023-09-25 17:15:18,Patrick Fowler,548
2023-09-25 17:20:27,Linda Rothschild,3068
2023-09-25 17:41:48,Patricia Green,3423
2023-09-25 17:49:12,Mohammed Zamarripa,2042
2023-09-25 18:01:09,David Martino,3077
2023-09-25 18:11:40,Andrew Mason,3730
2023-09-25 18:18:36,Karen Cowels,3894
2023-09-25 18:21:54,Irma Capriotti,1977
2023-09-25 18:23:52,Robert Biasi,1009
2023-09-25 18:24:22,Roman Nelson,2524
2023-09-25 18:25:21,Jeffrey Dugan,2007
2023-09-25 18:38:53,Ouida Brecht,4112
2023-09-25 18:48:16,Gloria Mcgrath,2362
2023-09-25 18:52:25,Rickey Motley,2742
2023-09-25 18:55:54,Angel Alvarez,4761
2023-09-25 19:06:35,Bill Bell,2741
2023-09-25 19:09:03,Edward Forte,4620
2023-09-25 19:10:27,Carl Manning,3320
2023-09-25 19:24:13,Robert Hansen,3170
2023-09-25 19:24:19,Bruce Smith,1641
2023-09-25 20:05:40,Karen Littlefield,2830
2023-09-25 20:09:01,John Russell,3722
2023-09-25 20:14:02,Frederick Weaver,1844
2023-09-25 20:37:39,James Lombardo,2674
2023-09-25 20:39:05,Gene Nork,2677
2023-09-25 20:44:37,Jason Thompson,2264
2023-09-25 21:18:57,Dean Weishaar,839
2023-09-25 21:27:50,Kenneth Evans,4419
2023-09-25 21:30:19,Melba Hobdy,3077
2023-09-25 21:42:08,Tanya Grazier,1655
2023-09-25 21:47:01,Michael Mertz,144
2023-09-25 21:48:32,Beverley Gentry,859
2023-09-25 22:07:06,Herman Burrell,2625
2023-09-25 22:16:18,Raymond Truxillo,1716
2023-09-25 22:28:56,Debra Chall,4952
2023-09-25 22:57:59,Victor Holden,3068
2023-09-25 22:59:37,Lillie Hammock,4254
2023-09-25 23:05:12,Charles Hassinger,2990
2023-09-25 23:13:37,Alfredo Mcneil,3200
2023-09-25 23:16:22,Edward Heintz,3605
2023-09-25 23:18:27,Carlos Robinett,3383
2023-09-25 23:22:17,David Murphy,3567
2023-09-25 23:29:00,Philip Sumner,4260
2023-09-25 23:33:25,Adam Gadbois,1628
2023-09-25 23:34:57,Jeanne Novetsky,3184
2023-09-25 23:38:47,Darryl Shakin,4645
2023-09-25 23:41:54,Lawrence Woods,3124
2023-09-25 23:45:19,Paul Joffrion,3392
2023-09-25 23:45:54,Jerry Khan,2254
2023-09-25 23:46:22,Mark Vargas,1747
2023-09-25 23:47:49,Judith Smith,1658
2023-09-25 23:48:51,Sheena Balistrieri,915
2023-09-25 23:58:16,Paul Walter,3390
2023-09-26 0:01:28,Kendra Bridge,1019
2023-09-26 0:37:22,Mary Carmichael,3550
2023-09-26 0:48:18,Doris Mccullough,1845
2023-09-26 0:52:47,Sidney Timmons,2142
2023-09-26 0:55:33,Charles Vanpelt,2063
2023-09-26 1:17:51,Charles Beach,1336
2023-09-26 1:35:33,Patricia Nelson,4575
2023-09-26 1:37:01,Charles Hayes,651
2023-09-26 2:23:27,Ray Jackson,3909
2023-09-26 2:29:47,Thomas Breen,4057
2023-09-26 2:36:18,Velma Terry,351
2023-09-26 2:39:18,Nancy Rynders,3595
2023-09-26 2:47:02,Julie Roy,2729
2023-09-26 2:59:24,Debbie Salinas,3995
2023-09-26 3:10:11,Robert Mcgill,572
2023-09-26 3:22:05,Barbara Bard,2845
2023-09-26 3:26:02,Juan Stevens,4210
2023-09-26 3:31:38,Barbara Hoffstetter,1659
2023-09-26 3:33:12,Beverley Gentry,1373
2023-09-26 3:35:11,Donald Bober,935
2023-09-26 3:38:26,Shawn Gibson,2742
2023-09-26 3:40:37,Kathy Bigelow,4045
2023-09-26 3:51:38,Herman Marr,598
2023-09-26 3:56:13,Ann Turner,186
2023-09-26 4:20:16,Walter Howell,3520
2023-09-26 4:36:19,Andrew Jackson,1251
2023-09-26 4:37:34,Michael Austin,4952
2023-09-26 4:46:08,Robert Weathers,1875
2023-09-26 4:54:04,Terrence Lamar,1687
2023-09-26 4:54:21,Mark Sykes,4105
2023-09-26 4:59:35,Janice Mounts,3505
2023-09-26 5:02:54,Kyle Nguyen,1151
2023-09-26 5:03:45,Ramona Rosenberg,2199
2023-09-26 5:19:57,Jacob Reed,2308
2023-09-26 5:22:42,Hector Martinez,939
2023-09-26 5:22:57,Sandra Krick,2018
2023-09-26 5:23:19,Todd Baron,1006
2023-09-26 5:35:00,Celeste Smith,4311
2023-09-26 5:40:47,Kelly Williams,2174
2023-09-26 6:17:40,Samuel Kerfien,2967
2023-09-26 6:21:25,Laura Worrell,4773
2023-09-26 6:27:06,Colleen Diaz,2346
2023-09-26 6:38:21,Howard Charles,160
2023-09-26 6:48:54,Cassie Wolf,4
2023-09-26 7:07:38,Charles Pearson,3522
2023-09-26 7:21:05,Paul Sass,1646
2023-09-26 7:35:51,Samuel Santiago,4335
2023-09-26 7:40:42,Carl Manning,2809
2023-09-26 8:10:57,Staci Worsley,2434
2023-09-26 8:22:57,Aileen Sierra,2563
2023-09-26 8:31:24,Jeanne Rykert,3070
2023-09-26 8:37:52,James Bailey,1139
2023-09-26 8:49:19,John Doxey,3290
2023-09-26 8:53:21,Sherry Villanueva,3449
2023-09-26 8:56:10,Laticia Pate,3774
2023-09-26 8:56:26,Marsha Allen,895
2023-09-26 9:20:15,Joe Ramsey,234
2023-09-26 9:29:15,Greg Chatman,3801
2023-09-26 9:43:39,Tammy Maddux,2090
2023-09-26 9:54:09,Sharon Wing,2967
2023-09-26 10:17:40,Richard Sylvia,1093
2023-09-26 10:27:18,Jared Barber,1915
2023-09-26 10:33:09,Walter Lopez,3569
2023-09-26 10:36:00,Eula Wolfe,4268
2023-09-26 10:41:01,Michele Leon,1443
2023-09-26 10:44:45,John Herman,3014
2023-09-26 10:46:50,Edward Forte,4369
2023-09-26 10:51:31,Vernon Medina,4917
2023-09-26 10:51:58,Frank Ford,845
2023-09-26 10:59:41,Muriel Raley,518
2023-09-26 11:04:01,Paul Butterworth,2675
2023-09-26 11:20:37,William Melville,1091
2023-09-26 11:26:03,Christina Martinez,2407
2023-09-26 11:39:21,Robert Bird,4491
2023-09-26 11:47:58,Tommy Sigrist,2229
2023-09-26 11:47:59,James Drye,2026
2023-09-26 12:00:08,John Ohara,3906
2023-09-26 12:13:22,Colleen Millis,439
2023-09-26 12:14:54,Hilda Garcia,246
2023-09-26 12:16:13,Christopher Babin,1683
2023-09-26 12:26:55,Tania Le,4490
2023-09-26 12:30:00,Juana Almond,676
2023-09-26 12:31:37,Terry Shipley,1705
2023-09-26 12:36:32,Elsie Gately,2295
2023-09-26 12:41:07,Jonathan Young,553
2023-09-26 12:42:33,Maria Abel,225
2023-09-26 12:43:01,Scott Reeves,372
2023-09-26 12:45:16,Diane Nagy,4616
2023-09-26 12:46:04,William Propes,4460
2023-09-26 12:48:41,Cody Frizzell,1158
2023-09-26 13:02:51,Veronica Chesterfield,3521
2023-09-26 13:05:44,Zoila Frasier,4606
2023-09-26 13:22:13,Felipe Owen,2280
2023-09-26 13:34:50,Josue Holcomb,4401
2023-09-26 13:43:55,Richard Sterling,2817
2023-09-26 13:45:08,Sara Snook,2034
2023-09-26 13:52:03,Jeffry Thomas,4722
2023-09-26 14:14:19,Joseph Bair,1269
2023-09-26 14:17:09,Louvenia Santos,3069
2023-09-26 14:28:14,Jeanette Foust,2470
2023-09-26 15:12:55,Paul Harris,853
2023-09-26 15:14:29,Gwendolyn Clenney,3115
2023-09-26 15:15:12,Ruth Mitchell,589
2023-09-26 15:54:37,Johnny Golightly,1184
2023-09-26 16:07:51,Robert Woodbury,1794
2023-09-26 16:10:37,Thelma Taylor,1936
2023-09-26 16:31:39,Kenneth Wells,1787
2023-09-26 16:36:15,John Dean,726
2023-09-26 16:37:43,Lynn Creel,963
2023-09-26 17:02:33,Mary Juarez,1875
2023-09-26 17:20:05,Jon Russell,4591
2023-09-26 17:24:05,Irene Mccartney,4735
2023-09-26 17:24:51,William Martinez,4761
2023-09-26 17:28:57,Charles Cruz,3205
2023-09-26 17:37:56,Ryan Honea,2428
2023-09-26 17:47:40,Norma Howes,25
2023-09-26 18:20:07,Mary Jackson,4722
2023-09-26 18:40:44,Ruth Mannings,1657
2023-09-26 19:13:28,Roderick Smith,3255
2023-09-26 19:16:55,Eileen Mccoy,140
2023-09-26 19:19:55,Diana Szczepanek,4015
2023-09-26 19:24:17,William Leu,2379
2023-09-26 19:43:39,Douglas Battey,202
2023-09-26 19:50:25,Shirley Whisenhunt,3475
2023-09-26 19:55:44,Linda Hanna,3516
2023-09-26 20:15:47,David Smith,197
2023-09-26 20:17:35,Robert Rivera,2676
2023-09-26 20:27:30,Evelyn Hardwick,4771
2023-09-26 21:00:00,Alicia Carrier,1749
2023-09-26 21:06:14,Inez Sanchez,2891
2023-09-26 21:27:43,Henry Johnson,745
2023-09-26 22:07:34,Juanita Flores,2645
2023-09-26 22:27:22,Danny Surface,3839
2023-09-26 23:02:47,Thelma Essig,53
2023-09-26 23:16:04,Carol Prieto,4331
2023-09-27 0:17:12,Babara Bielinski,581
2023-09-27 0:25:56,Sidney Kitchen,1914
2023-09-27 0:29:18,Jose Howell,3532
2023-09-27 0:31:26,George Taylor,580
2023-09-27 0:44:53,Michael Christian,1835
2023-09-27 0:46:45,Gary Vaughan,3821
2023-09-27 0:54:34,Ines Sojka,1702
2023-09-27 1:09:24,Brenda Sneed,4166
2023-09-27 1:10:50,Susannah Pires,1087
2023-09-27 1:15:06,Jeffrey Davis,618
2023-09-27 1:24:42,James Taylor,4915
2023-09-27 1:30:43,John Brown,4270
2023-09-27 1:40:12,Andrew Walker,3158
2023-09-27 1:41:31,Fred Mcdaniel,4312
2023-09-27 1:50:12,Karen Jimenez,697
2023-09-27 1:51:44,Pamela Condon,2241
2023-09-27 2:01:00,Sammy Guyton,4564
2023-09-27 2:03:44,Laura Lescarbeau,4804
2023-09-27 2:04:19,Wanda Brushwood,1329
2023-09-27 2:13:56,Garry Harris,2421
2023-09-27 2:14:38,Vicki Adams,3104
2023-09-27 2:22:49,Theresa Harris,4891
2023-09-27 2:28:44,Barbara Underwood,3024
2023-09-27 2:41:20,Albert Strapp,858
2023-09-27 2:46:38,Marilyn Tellefson,1499
2023-09-27 2:46:55,Tijuana Sanchez,428
2023-09-27 2:52:42,Robert Miranda,4404
2023-09-27 3:03:04,Barbara Speer,970
2023-09-27 3:04:45,Joseph Schlater,375
2023-09-27 3:05:38,Sylvia Smith,502
2023-09-27 3:14:10,Chris Ivy,1383
2023-09-27 3:20:57,Julie Tilley,2807
2023-09-27 3:32:44,Pat Fish,4979
2023-09-27 3:44:29,Teresa Kloster,338
2023-09-27 3:50:56,Ralph Numbers,1217
2023-09-27 3:59:23,Julie Gomez,2600
2023-09-27 4:15:05,William Ragusa,4149
2023-09-27 4:16:26,Joe Ramsey,1415
2023-09-27 4:20:44,Janice Mathias,695
2023-09-27 4:27:16,Troy Ott,991
2023-09-27 4:54:06,Melissa Stewart,4637
2023-09-27 5:00:06,Marcus Richardt,2439
2023-09-27 5:07:34,Billy Nasers,2048
2023-09-27 5:27:02,Stacey Gibson,1586
2023-09-27 5:28:24,Rebecca Yates,788
2023-09-27 5:33:15,James Hadsall,2507
2023-09-27 5:38:11,Marie Rossman,2152
2023-09-27 6:00:52,Russell Flores,1647
2023-09-27 6:21:45,Joseph Russell,4437
2023-09-27 6:38:03,Perry Failor,1786
2023-09-27 6:42:26,Donnie Vargas,1334
2023-09-27 6:57:21,Flora Priest,859
2023-09-27 7:03:04,Alex Hoffman,666
2023-09-27 7:08:58,Timothy Alvarez,2567
2023-09-27 7:14:18,Miles Huff,1274
2023-09-27 7:16:25,Jerry Khan,584
2023-09-27 7:26:21,Sara Rosa,4304
2023-09-27 7:30:07,Gary Silveira,2928
2023-09-27 7:42:03,Kasey Harris,278
2023-09-27 7:51:02,Mary Richards,4906
2023-09-27 7:56:35,Kent Melcher,2951
2023-09-27 8:13:37,Wilbert Coltrain,218
2023-09-27 8:22:41,Willie Lucier,2869
2023-09-27 8:30:53,Sara Fincher,519
2023-09-27 8:39:15,Chuck Masters,4457
2023-09-27 8:40:50,Elizabeth Spaur,4207
2023-09-27 8:49:13,Joseph Grant,4698
2023-09-27 9:27:23,Linda Siciliano,1950
2023-09-27 9:30:58,Richard Collins,2989
2023-09-27 9:33:36,John Brady,3713
2023-09-27 9:57:07,Peter Gonzalez,4511
2023-09-27 10:05:15,Robert Jackson,3404
2023-09-27 10:07:25,Thomas Denman,1314
2023-09-27 10:18:58,Carolyn Smith,3383
2023-09-27 10:23:07,Christopher Allen,427
2023-09-27 10:52:35,Sammy Rivera,2755
2023-09-27 10:55:02,Geoffrey Smail,3955
2023-09-27 10:56:28,Fred Mcdaniel,496
2023-09-27 10:56:32,Susan Delgado,830
2023-09-27 10:58:04,Pamula Alvarez,4546
2023-09-27 11:04:04,Robert Olsen,3699
2023-09-27 11:06:01,Dorothy Hale,2821
2023-09-27 11:12:08,Fred Wilson,3883
2023-09-27 11:32:25,Camellia Brackman,962
2023-09-27 11:38:53,James Taylor,4270
2023-09-27 12:06:36,Nakia Anderson,2640
2023-09-27 12:06:38,Kathryn Murphy,2229
2023-09-27 12:18:20,Fidela Forde,4606
2023-09-27 12:20:13,Keith Jenkins,4798
2023-09-27 12:28:23,Joleen Pope,3510
2023-09-27 13:08:09,Barbara Cordova,2313
2023-09-27 13:31:51,Nancy Bass,1962
2023-09-27 13:54:49,Michael Carson,4444
2023-09-27 14:01:43,Alfonzo Hannahs,535
2023-09-27 14:02:05,Anthony Coggins,3451
2023-09-27 14:06:03,Wesley Maasch,2741
2023-09-27 14:17:52,Christopher Babin,1124
2023-09-27 14:30:43,Joyce Macon,1518
2023-09-27 15:14:39,Dorothy Morter,2650
2023-09-27 15:16:41,Samuel Kelly,650
2023-09-27 15:26:35,Karen Olivas,1877
2023-09-27 15:27:43,Richard Combs,3036
2023-09-27 15:33:38,Amy Hagler,3291
2023-09-27 15:38:10,Deborah Trammell,2039
2023-09-27 15:41:26,David Russell,4223
2023-09-27 15:41:57,Beulah Bower,1960
2023-09-27 15:44:02,Richard Rivera,2578
2023-09-27 16:16:42,Robert Hernandez,802
2023-09-27 16:18:29,Anthony Coggins,4222
2023-09-27 16:26:33,Barbara Ortiz,2595
2023-09-27 16:44:48,Robert Barnes,1532
2023-09-27 17:00:38,Oscar King,2586
2023-09-27 17:09:17,Kirk Hodges,3770
2023-09-27 17:16:39,Peter Binkley,791
2023-09-27 17:21:27,Paula Moore,2402
2023-09-27 17:32:36,Mae Smith,2375
2023-09-27 17:49:22,Elmer Parker,4384
2023-09-27 17:55:14,George List,4681
2023-09-27 18:07:56,Vicky Cabrera,1345
2023-09-27 18:09:46,Nicholas Garland,370
2023-09-27 18:17:06,Brenda Saunders,3912
2023-09-27 18:25:08,Tiffany Bonner,2185
2023-09-27 18:33:12,Darin Perry,1326
2023-09-27 18:40:29,Dorothy Hoffmann,3844
2023-09-27 18:46:13,Glenn Angelilli,3670
2023-09-27 18:47:19,Virginia Letko,3031
2023-09-27 19:05:49,Maria Mcdaniel,608
2023-09-27 19:16:35,Helen Farrer,552
2023-09-27 19:26:41,John Carpenter,876
2023-09-27 19:28:17,James Jakeman,1644
2023-09-27 19:41:32,Catherine Groff,721
2023-09-27 19:41:32,Ethel Gerveler,641
2023-09-27 20:31:43,Lamar Caruso,2024
2023-09-27 20:32:27,Marie Guimond,4816
2023-09-27 20:39:14,Maria Leibowitz,4196
2023-09-27 21:01:29,Matthew Brown,3322
2023-09-27 21:05:14,Rene Dorr,992
2023-09-27 21:13:39,Jay Lemon,4974
2023-09-27 21:13:51,Mary Douglass,3684
2023-09-27 21:16:38,Ricky Lackey,3208
2023-09-27 21:19:05,Leif Jiminez,4175
2023-09-27 21:26:00,Tara Gardner,3290
2023-09-27 21:27:53,Patricia Rodriguez,3428
2023-09-27 21:44:38,Desiree Baker,4635
2023-09-27 21:49:56,Jimmy Zahm,3024
2023-09-27 21:51:15,Sandra Brown,171
2023-09-27 21:54:59,Tonya Arnold,4386
2023-09-27 21:55:06,Geraldine Briley,4132
2023-09-27 22:08:24,Germaine Williams,2401
2023-09-27 22:18:53,Frank Flynn,870
2023-09-27 22:42:38,John Hawkins,1398
2023-09-27 22:47:09,Pamela Harris,4406
2023-09-27 22:55:35,Pauline Valles,1152
2023-09-27 22:56:54,Audrey Shields,1319
2023-09-27 22:57:38,Marguerite Fashaw,2640
2023-09-27 23:06:13,Charles Schmidt,1864
2023-09-27 23:12:55,Daren Dunn,3310
2023-09-27 23:19:45,Mary Thomas,3569
2023-09-27 23:22:38,Boyd Wirtz,1566
2023-09-27 23:25:35,Kristan Shelton,2657
2023-09-27 23:28:27,Issac Prendergast,3471
2023-09-27 23:31:18,Jessica Jauch,2562
2023-09-27 23:46:21,Ada Wilson,667
2023-09-27 23:50:03,Donald Lambert,3587
2023-09-28 0:11:17,Jame White,2382
2023-09-28 0:14:30,Pat Northcutt,2467
2023-09-28 0:17:09,Michelle Robbins,2994
2023-09-28 0:27:22,Geraldine Walrath,2095
2023-09-28 0:30:29,Carrie Stahl,4608
2023-09-28 0:30:40,Lakisha Martir,4992
2023-09-28 0:31:44,Weston Huth,488
2023-09-28 0:42:36,Christopher Boudreaux,960
2023-09-28 0:46:10,Kasey Harris,1267
2023-09-28 1:10:09,Timothy Laberge,2878
2023-09-28 1:25:26,Theresa Strzelecki,3644
2023-09-28 1:32:51,Timothy Kennedy,2388
2023-09-28 1:42:36,Russell Shireman,3073
2023-09-28 2:03:05,Stefan Brown,1594
2023-09-28 2:17:49,George Weaver,3636
2023-09-28 2:18:11,Louise Kelly,691
2023-09-28 2:30:31,Steven Fay,4804
2023-09-28 2:39:52,Minh Thomas,3676
2023-09-28 2:45:11,Michael Dejesus,1313
2023-09-28 2:50:47,Doris Clarke,329
2023-09-28 3:03:41,Timothy Oneal,3965
2023-09-28 3:07:34,Deandre Basha,2370
2023-09-28 3:11:23,Lloyd Anderson,3038
2023-09-28 3:13:50,Jacqueline Hutchison,1637
2023-09-28 3:15:37,Kathleen Harris,648
2023-09-28 3:49:28,Jeanne Pacheco,1446
2023-09-28 3:51:41,Victor Holden,4962
2023-09-28 3:56:34,Claudia Farfalla,2361
2023-09-28 4:06:55,Joyce Price,3089
2023-09-28 4:22:41,William Hunt,1397
2023-09-28 4:24:19,Jamie Page,4437
2023-09-28 4:32:41,Alma Shehan,3348
2023-09-28 4:45:11,Jennifer Murray,4427
2023-09-28 4:50:22,Frank Gilmore,604
2023-09-28 4:55:45,Jeff Davis,4285
2023-09-28 5:13:41,Marian Mckinney,1099
2023-09-28 5:16:33,Robert Mcgill,448
2023-09-28 5:29:46,James Holliday,1544
2023-09-28 5:45:48,Mireille Faucher,3073
2023-09-28 5:57:29,Gaynelle Brown,3587
2023-09-28 5:58:56,Wanda Teano,1498
2023-09-28 5:59:03,Nadine Fulford,1655
2023-09-28 6:20:29,Robin Rasmussen,1927
2023-09-28 6:24:09,Nadine Fulford,1049
2023-09-28 6:35:22,Vincent Eshleman,309
2023-09-28 6:49:34,Rose Goodman,340
2023-09-28 7:27:19,Virginia Vargas,1401
2023-09-28 7:30:49,Anthony Speaks,3316
2023-09-28 7:52:42,Ricky Lackey,4381
2023-09-28 7:55:20,Lorenzo Woods,245
2023-09-28 7:57:54,James Bottoni,4152
2023-09-28 8:19:31,Gwendolyn Bangs,3901
2023-09-28 8:21:04,Yvonne Auker,1886
2023-09-28 8:37:26,Orlando Braun,2464
2023-09-28 8:38:40,Gail Jeter,433
2023-09-28 8:44:17,Daniel Pulliam,3252
2023-09-28 9:13:33,Marc Taylor,798
2023-09-28 9:38:44,Carla Baber,2175
2023-09-28 9:46:52,Kristen Dini,3922
2023-09-28 9:55:42,Dolores Chynoweth,219
2023-09-28 9:59:03,Angela Muirhead,4868
2023-09-28 10:05:44,Laura James,4667
2023-09-28 10:13:13,Timothy Williams,1081
2023-09-28 10:13:16,Christopher Batts,274
2023-09-28 10:21:59,Anthony Hull,642
2023-09-28 10:35:31,Barbara Guercio,2217
2023-09-28 10:54:25,Lena Hampton,1038
2023-09-28 10:57:45,Eric Priest,686
2023-09-28 11:09:14,Mary Orta,2623
2023-09-28 11:24:08,Dick Stauber,920
2023-09-28 11:53:12,Paula Thomas,1815
2023-09-28 11:57:56,Katrina Martin,2231
2023-09-28 12:01:04,Mark Chu,2811
2023-09-28 12:08:35,Maria Veshedsky,1190
2023-09-28 12:19:02,Keith Escobedo,245
2023-09-28 12:32:02,Jesse Perry,1950
2023-09-28 12:53:25,Vanessa Sharp,716
2023-09-28 12:58:29,Sarah Decker,3392
2023-09-28 13:09:47,Omar Gentry,86
2023-09-28 13:20:16,Nestor Mitchell,3840
2023-09-28 13:59:33,Jamie Page,3518
2023-09-28 14:32:11,Toni Schmitt,37
2023-09-28 14:41:14,James Drye,4774
2023-09-28 14:47:45,Joann Wilfong,1713
2023-09-28 15:02:41,Kori Henderson,1089
2023-09-28 15:14:36,Corey Demonbreun,2358
2023-09-28 15:33:42,Brent Harris,2854
2023-09-28 15:43:35,Leonard Ross,3475
2023-09-28 15:47:10,Marie Roberson,3954
2023-09-28 15:58:04,Treva Etkin,4833
2023-09-28 16:05:14,James Myers,2031
2023-09-28 16:07:33,Robert Johnson,1617
2023-09-28 16:08:28,Sydney Reese,1287
2023-09-28 16:21:20,Kenneth Lorensen,4790
2023-09-28 16:29:15,Annie Eng,4062
2023-09-28 16:34:24,Rick Mosley,4934
2023-09-28 16:46:54,Barbara Moore,2897
2023-09-28 17:02:38,Erma Goulden,1751
2023-09-28 17:12:45,Sheila Hill,3344
2023-09-28 17:12:48,Jesus Talbot,3899
2023-09-28 17:16:05,Melissa Kessler,2890
2023-09-28 18:04:17,Cynthia Weiss,1208
2023-09-28 18:16:21,Alexander Zdenek,953
2023-09-28 18:20:57,Carl Berg,4964
2023-09-28 18:28:19,Minerva Swirsky,4545
2023-09-28 18:33:35,Darryl Clark,3007
2023-09-28 18:40:02,Rhonda Andrews,1420
2023-09-28 18:47:03,Micaela Quincy,2372
2023-09-28 18:51:00,Jackie Martinez,998
2023-09-28 18:56:02,Katie Mckinney,1594
2023-09-28 19:07:34,Barbara Hoffstetter,1022
2023-09-28 19:14:17,Denise Gregory,3945
2023-09-28 19:16:56,Joann Mills,1374
2023-09-28 19:18:56,Florence Burden,2722
2023-09-28 19:21:10,Alvin Peterson,1926
2023-09-28 19:59:22,Richard Souders,4211
2023-09-28 20:03:04,Sandra Waiters,4888
2023-09-28 20:03:22,William Simonson,1429
2023-09-28 20:18:46,Ronald Dixon,1062
2023-09-28 20:20:00,Henry Hough,416
2023-09-28 20:47:19,Etta Marshall,1285
2023-09-28 20:47:55,Kelly Rodriguez,2311
2023-09-28 20:52:11,John Lambert,2477
2023-09-28 20:59:14,Antonia Turner,4385
2023-09-28 21:18:44,Jason Thompson,22
2023-09-28 21:21:30,Mary Richards,1833
2023-09-28 21:27:03,Hilda Garcia,3479
2023-09-28 21:32:17,James Rayfield,2067
2023-09-28 21:39:16,Charles Hamilton,2687
2023-09-28 21:47:39,Steven Fraser,2876
2023-09-28 21:59:16,Martha Gunn,3851
2023-09-28 22:08:33,Elizabeth Muszynski,4901
2023-09-28 22:27:04,Rosaura Wunderlin,3568
2023-09-28 22:38:07,Edward Cannady,2093
2023-09-28 22:41:57,William Johnson,2577
2023-09-28 22:43:49,Denise Chesnut,3884
2023-09-28 23:05:50,Shirley Vasquez,2685
2023-09-28 23:06:45,John Duteau,3916
2023-09-28 23:10:55,Troy Vonstein,3857
2023-09-28 23:29:35,Arielle Robison,598
2023-09-28 23:45:11,Iola Carlisle,2129
2023-09-28 23:48:19,Charles Crosno,3038
2023-09-28 23:51:45,Ronald Dombeck,2098
2023-09-28 23:57:22,Marcus Ozuna,2453
2023-09-29 0:01:30,Juan Gove,4445
2023-09-29 0:13:18,Myron Perez,3575
2023-09-29 0:29:12,Gloria Pelletier,4668
2023-09-29 0:30:33,Joe Ramsey,4890
2023-09-29 0:32:57,Shirley Flores,2367
2023-09-29 0:33:52,Erik Tyler,3481
2023-09-29 0:39:20,Diane Nagy,1586
2023-09-29 0:43:41,Ramon Hall,2494
2023-09-29 0:46:32,Mary Lomax,3377
2023-09-29 1:21:59,Lori Shope,1316
2023-09-29 1:35:26,Lydia Perrodin,2077
2023-09-29 1:37:31,Sidney Kitchen,3831
2023-09-29 1:40:19,Damon Watkins,3123
2023-09-29 1:45:30,Leroy Mcgary,1236
2023-09-29 1:47:22,Karena Rowan,4468
2023-09-29 1:48:53,Marc Mcdonnell,584
2023-09-29 2:00:47,Cassie Winer,1054
2023-09-29 2:03:43,Beatrice Fisher,685
2023-09-29 2:04:57,Mark Greco,2505
2023-09-29 2:12:21,Lisa Carr,2062
2023-09-29 2:19:39,George Green,518
2023-09-29 2:20:38,Larry Chasteen,3429
2023-09-29 2:21:51,Barbara Johnson,59
2023-09-29 2:36:30,Virginia Kaplan,2769
2023-09-29 2:41:43,James Hart,2570
2023-09-29 2:52:59,Josephine Pitts,3542
2023-09-29 3:35:21,Christina Martinez,375
2023-09-29 3:37:24,Tara Gardner,4705
2023-09-29 3:38:11,Mary Orta,546
2023-09-29 4:01:02,Mollie Kircher,3557
2023-09-29 4:13:40,Kelly Delacruz,1278
2023-09-29 4:35:30,Bessie Davis,3074
2023-09-29 4:42:03,Nelson Cruz,54
2023-09-29 4:43:48,Christina Santiago,208
2023-09-29 4:43:58,Daniel Doe,1540
2023-09-29 5:23:13,Barbara Hoffstetter,165
2023-09-29 5:28:21,Lee Lopez,1488
2023-09-29 5:37:10,Lori Cruz,1716
2023-09-29 5:39:19,David Richter,2556
2023-09-29 5:44:36,Walter Byrd,355
2023-09-29 5:46:48,Hope Cager,1769
2023-09-29 5:59:57,Wilma Jenkins,1279
2023-09-29 6:31:03,Shirley Brewer,2006
2023-09-29 6:32:10,Shirley Gagne,3133
2023-09-29 6:38:22,Kyle Melendez,63
2023-09-29 6:40:43,Bradley Chau,1093
2023-09-29 6:46:48,Barbara Noell,769
2023-09-29 7:01:46,Janie Long,4135
2023-09-29 7:13:06,Ernest Ernest,3703
2023-09-29 7:34:35,Jeffrey Short,1541
2023-09-29 7:36:37,Amber Dixon,1156
2023-09-29 8:01:13,James White,1833
2023-09-29 8:04:09,Dana Lambert,4567
2023-09-29 8:32:37,Kelly Williams,2213
2023-09-29 8:45:19,Leslie Flores,577
2023-09-29 9:23:53,Frederick Trujillo,3335
2023-09-29 9:30:17,Catherine Hall,2799
2023-09-29 9:42:44,Vernon Snyder,4837
2023-09-29 9:48:31,Rodrigo Sosa,3579
2023-09-29 9:54:16,Brian Rodrigez,408
2023-09-29 9:57:28,John Hawkins,2141
2023-09-29 10:05:35,Jennifer Chastain,2430
